"TimeGenerated","Computer","EventID","Account","LogonType","IpAddress","IpPort","TargetUserName","TargetDomainName","Status","SubStatus","FailureReason","ProcessName","ShareName","RelativeTargetName","AccessMask"
"2025-11-02T21:10:08.5963416Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51255","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:08.5962871Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:08.5961888Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:07.2357903Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51249","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:07.2357499Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:07.2356793Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:07.1638529Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51248","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:07.163793Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:07.163706Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:07.0858124Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51247","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:07.0857717Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:07.0857084Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
"2025-11-02T21:10:06.9750938Z","vm-app-1","4624","vm-app-1\azureadmin","3","10.0.1.4","51246","azureadmin","vm-app-1","","","","-","","",""
"2025-11-02T21:10:06.9750399Z","vm-app-1","4672","vm-app-1\azureadmin",,"","","","","","","","","","",""
"2025-11-02T21:10:06.9749439Z","vm-app-1","4776","",,"","","azureadmin","","0x0","","","","","",""
